1,3,2,2,4,0.44237,1.3271
2,3,1,5,5,0.63195,1.3271
3,1,2,1,4,0.44237,2.275
4,3,1,5,5,0.44237,3.0334
5,3,1,2,1,0.44237,1.3271
6,3,2,5,5,0.44237,1.3271
7,3,1,1,3,0.44237,1.1375
8,2,1,4,1,0.63195,1.3271
9,2,1,2,2,0.50556,1.3271
10,2,1,5,3,0.37917,3.0334
11,3,2,5,5,0.44237,2.275
12,1,3,3,1,0.50556,9.3271
13,3,1,2,1,0.37917,1.3271
14,3,2,2,4,0.37917,9.3271
15,2,3,5,5,0.50556,1.8959
16,2,3,5,4,0.44237,1.5167
17,2,1,4,1,0.44237,1.8959
18,1,3,3,1,1.0111,1.8959
19,2,3,5,4,0.44237,1.3271
20,1,2,3,5,0.75834,1.1375
21,1,3,5,5,0.44237,1.1375
22,3,2,2,4,0.44237,1.1375
23,1,2,3,5,0.50556,9.1375
24,2,3,5,5,0.63195,1.3271
25,2,1,4,1,0.63195,1.1375
26,1,3,3,1,0.44237,9.3271
27,3,1,2,1,0.50556,1.3271
28,2,1,2,2,0.44237,1.5167
29,1,2,2,2,0.44237,1.8959
30,3,2,2,4,0.50556,9.1375
31,2,1,4,1,0.44237,1.1375
32,3,1,2,1,0.44237,1.8959
33,1,2,1,4,0.37917,1.8959
34,3,2,5,5,0.44237,1.3271
35,3,1,5,5,0.44237,1.8959
36,1,2,3,5,0.37917,1.3271
37,2,3,4,2,0.50556,1.3271
38,3,1,2,1,0.50556,9.3271
39,3,2,5,5,0.44237,1.5167
40,3,1,2,1,0.44237,1.3271
41,1,2,2,2,0.37917,9.3271
42,3,1,1,3,0.44237,1.3271
43,1,2,1,4,0.50556,1.1375
44,3,2,5,5,0.37917,1.3271
45,2,3,4,2,0.44237,3.0334
