1,1,3,5,2,0.63195,1.5167
2,2,1,5,1,0.50556,1.3271
3,2,3,5,5,0.50556,2.275
4,3,1,2,2,0.50556,1.3271
5,2,3,2,1,0.50556,1.1375
6,2,1,5,1,0.37917,1.3271
7,3,1,2,5,0.63195,9.1375
8,2,1,5,1,0.37917,1.3271
9,3,2,5,5,0.37917,1.1375
10,2,3,5,4,0.37917,1.1375
11,2,1,2,2,0.50556,1.3271
12,3,2,4,5,0.44237,1.8959
13,3,1,2,5,0.44237,1.5167
14,3,2,1,2,0.44237,1.5167
15,2,1,2,2,0.44237,1.3271
16,2,1,5,1,0.44237,1.8959
17,2,3,5,4,0.37917,1.5167
18,1,3,2,2,0.50556,10.275
19,1,3,5,2,0.63195,1.5167
20,3,2,5,5,0.63195,9.1375
21,2,3,5,4,0.44237,1.3271
22,1,3,1,5,0.37917,1.3271
23,3,1,5,1,0.44237,9.3271
24,1,3,5,2,0.75834,1.5167
25,1,2,2,2,0.50556,1.1375
26,3,1,5,1,0.44237,1.5167
27,2,3,5,4,0.44237,1.8959
28,2,1,2,2,0.37917,1.3271
29,2,1,5,1,0.44237,9.3271
30,2,1,2,2,0.37917,1.5167
31,3,1,2,2,0.44237,1.3271
32,2,1,2,2,0.50556,1.1375
33,3,1,5,1,0.50556,1.5167
34,1,3,1,5,0.50556,1.5167
35,3,2,1,2,0.44237,1.3271
36,2,1,4,1,0.44237,9.5167
37,1,2,1,4,0.50556,1.1375
38,2,3,5,4,0.37917,1.5167
39,1,2,1,5,0.37917,1.8959
40,2,3,5,5,0.44237,1.5167
41,3,2,4,5,0.50556,2.275
42,1,3,2,2,0.50556,1.3271
43,1,2,2,2,1.0111,1.1375
44,1,3,1,5,0.75834,1.5167
45,2,3,5,4,0.50556,9.3271
