1,2,3,1,5,0.37917,1.5167
2,2,1,4,4,0.75834,1.5167
3,3,2,5,1,0.50556,1.5167
4,1,3,5,4,0.44237,9.3271
5,3,1,4,4,0.44237,1.1375
6,3,1,3,4,0.50556,1.3271
7,1,2,3,4,0.37917,1.5167
8,3,2,5,1,0.44237,1.5167
9,2,1,4,3,0.37917,1.5167
10,1,3,4,4,0.37917,1.1375
11,3,2,5,1,0.50556,1.3271
12,1,3,4,4,0.44237,1.1375
13,3,2,4,4,0.44237,9.1375
14,1,2,4,4,0.44237,1.8959
15,2,3,5,3,0.44237,1.3271
16,3,1,4,5,0.50556,1.3271
17,2,1,4,4,0.63195,1.5167
18,1,3,5,4,0.44237,2.275
19,2,1,4,4,0.44237,1.8959
20,3,2,5,1,0.75834,1.5167
21,3,1,4,5,0.50556,2.275
22,1,3,4,3,0.37917,1.5167
23,2,1,4,4,0.44237,1.3271
24,1,3,4,3,0.37917,1.5167
25,3,2,3,5,0.44237,1.1375
26,2,1,5,2,0.50556,9.3271
27,2,1,5,2,0.37917,11.033
28,1,2,3,4,0.50556,2.275
29,1,2,4,4,0.50556,1.5167
30,3,1,4,4,1.0111,9.3271
31,3,2,5,1,0.44237,1.1375
32,2,3,1,5,0.50556,1.1375
33,1,3,5,4,0.44237,1.3271
34,2,3,4,4,0.44237,9.3271
35,3,2,3,5,0.44237,1.1375
36,2,1,4,3,0.50556,1.5167
37,1,2,4,4,0.44237,1.8959
38,3,2,5,1,1.0111,1.3271
39,3,2,4,4,0.44237,1.5167
40,2,1,4,3,0.50556,1.3271
41,3,2,5,1,0.44237,1.1375
42,1,3,4,4,0.63195,2.275
43,3,1,4,5,0.44237,2.275
44,2,1,5,2,0.44237,1.3271
45,3,1,4,5,0.37917,9.1375
