1,1,2,3,5,0.50556,1.3271
2,3,1,2,1,0.44237,1.3271
3,1,3,5,5,0.37917,1.5167
4,3,2,5,2,0.37917,1.5167
5,2,1,3,1,0.44237,1.3271
6,3,2,4,4,0.50556,1.3271
7,2,1,1,1,0.44237,1.3271
8,2,1,1,1,0.37917,1.1375
9,2,3,2,5,0.44237,1.1375
10,3,1,5,5,0.75834,1.5167
11,2,1,5,3,0.50556,1.1375
12,1,3,5,5,0.44237,1.1375
13,3,2,3,1,0.50556,9.1375
14,3,2,3,1,0.50556,2.275
15,3,2,3,1,0.37917,1.8959
16,2,3,1,3,0.44237,2.275
17,3,1,2,3,0.37917,1.5167
18,1,2,1,3,0.75834,1.3271
19,3,2,5,2,0.44237,1.3271
20,3,1,2,3,1.0111,9.3271
21,3,1,2,3,0.44237,1.3271
22,3,1,2,1,0.50556,1.3271
23,2,1,1,1,0.44237,1.3271
24,1,3,1,2,0.50556,1.3271
25,2,3,2,5,0.37917,9.1375
26,1,2,1,1,0.44237,3.0334
27,1,3,5,5,0.50556,3.0334
28,2,1,3,1,0.75834,1.3271
29,3,2,5,2,0.37917,9.1375
30,1,2,1,1,0.44237,1.1375
31,3,2,4,4,0.50556,1.8959
32,1,2,1,3,0.75834,1.8959
33,2,3,1,3,0.44237,1.1375
34,3,1,2,3,0.37917,1.5167
35,1,3,5,5,0.37917,1.3271
36,2,3,1,3,0.50556,1.1375
37,1,3,5,5,0.50556,2.275
38,2,1,5,3,0.44237,1.3271
39,2,1,1,1,0.44237,9.3271
40,3,2,5,2,0.44237,1.3271
41,1,2,3,5,0.37917,1.5167
42,2,1,3,1,0.63195,9.3271
43,3,1,2,1,0.44237,1.8959
44,3,2,4,4,0.37917,1.5167
45,3,1,2,3,0.44237,9.5167
