1,1,3,3,2,0.44237,1.3271
2,2,1,1,5,0.50556,1.8959
3,2,1,4,4,1.0111,1.3271
4,2,3,1,2,0.44237,1.5167
5,2,1,4,4,0.44237,1.8959
6,1,3,3,2,0.44237,1.8959
7,2,3,4,4,0.63195,1.3271
8,1,3,4,4,0.44237,1.3271
9,2,3,1,2,0.37917,1.3271
10,3,2,4,4,1.0111,1.3271
11,3,2,5,2,0.75834,1.5167
12,1,2,2,5,0.75834,9.3271
13,2,3,2,5,0.63195,1.3271
14,3,1,4,4,0.37917,1.1375
15,1,2,2,5,0.37917,1.3271
16,3,2,2,1,0.37917,1.5167
17,3,1,3,5,0.75834,9.5167
18,1,2,4,4,0.50556,1.3271
19,3,1,4,4,0.44237,2.275
20,1,2,4,4,0.63195,1.5167
21,2,3,1,2,0.37917,1.8959
22,1,3,3,2,0.44237,1.5167
23,1,3,5,3,1.0111,1.1375
24,1,2,2,5,0.50556,1.3271
25,1,2,4,4,0.63195,9.3271
26,2,1,1,5,0.44237,1.3271
27,2,3,2,5,1.0111,1.1375
28,2,3,1,2,0.44237,1.5167
29,2,1,1,5,0.50556,1.5167
30,1,3,4,4,0.63195,1.3271
31,2,3,1,2,0.44237,2.275
32,1,3,3,2,0.37917,1.3271
33,3,1,4,4,0.50556,9.3271
34,2,1,5,2,0.50556,1.5167
35,1,3,5,3,0.50556,1.3271
36,3,1,4,4,0.75834,1.3271
37,3,2,5,2,0.44237,9.1375
38,2,3,1,2,0.37917,1.1375
39,2,1,5,2,0.44237,1.3271
40,3,1,2,3,0.37917,9.3271
41,3,1,4,4,0.37917,1.5167
42,2,3,1,2,0.50556,1.3271
43,2,1,5,2,0.50556,1.5167
44,2,3,4,4,0.63195,1.5167
45,2,1,1,5,0.44237,9.1375
