1,3,1,2,1,0.44237,1.3271
2,1,2,3,1,0.50556,1.1375
3,1,3,5,5,0.44237,1.3271
4,2,3,5,5,0.44237,9.1375
5,1,2,4,4,0.44237,1.1375
6,3,2,5,4,0.37917,1.5167
7,2,1,1,3,0.37917,1.5167
8,3,2,5,5,0.37917,1.1375
9,1,3,1,2,0.44237,1.5167
10,3,2,5,5,0.44237,1.1375
11,1,3,1,2,0.63195,1.3271
12,2,1,1,3,0.75834,1.3271
13,1,2,4,4,0.37917,1.3271
14,1,3,1,5,0.63195,1.8959
15,2,3,2,4,0.44237,2.275
16,2,1,1,3,0.37917,1.3271
17,2,3,5,5,0.50556,1.1375
18,2,3,2,4,0.44237,1.3271
19,1,2,2,4,0.63195,1.1375
20,2,1,4,2,0.37917,1.1375
21,3,2,5,4,0.50556,1.8959
22,1,3,1,5,0.50556,1.3271
23,1,3,5,5,0.50556,2.275
24,2,3,4,5,0.37917,9.8959
25,3,2,5,4,0.50556,1.8959
26,1,3,1,2,0.50556,9.1375
27,1,3,1,5,0.44237,1.1375
28,1,2,4,4,0.44237,1.5167
29,2,3,2,4,0.37917,1.5167
30,1,3,5,5,0.50556,1.3271
31,2,1,4,2,0.50556,1.1375
32,1,2,2,4,1.0111,1.5167
33,3,1,5,1,0.63195,9.5167
34,1,2,2,4,0.44237,1.1375
35,1,3,5,5,0.50556,1.3271
36,1,2,4,4,0.50556,9.5167
37,3,1,5,1,0.44237,1.3271
38,2,1,4,4,1.0111,1.3271
39,3,2,4,2,0.44237,1.8959
40,3,2,5,5,0.75834,1.5167
41,3,1,5,1,0.75834,9.1375
42,3,2,4,2,0.37917,1.3271
43,3,2,5,5,0.50556,1.5167
44,2,1,1,3,0.37917,1.8959
45,3,1,2,1,0.63195,9.5167
