1,1,2,1,4,0.37917,1.1375
2,1,3,4,4,0.75834,1.5167
3,2,3,1,4,0.37917,1.5167
4,1,2,4,3,0.44237,1.1375
5,1,3,5,4,0.63195,1.5167
6,3,2,2,2,0.50556,1.1375
7,1,2,4,3,0.44237,1.1375
8,2,3,1,4,0.44237,1.5167
9,3,2,4,1,0.37917,2.275
10,1,3,5,4,0.63195,1.3271
11,3,1,5,3,0.37917,1.5167
12,2,3,2,2,0.50556,1.5167
13,1,2,4,3,0.44237,1.3271
14,3,2,2,2,0.44237,1.3271
15,1,2,4,4,0.44237,1.3271
16,1,2,4,4,0.50556,1.3271
17,1,3,4,4,0.44237,9.1375
18,2,3,3,5,0.44237,1.3271
19,3,1,4,5,0.44237,1.1375
20,1,2,4,4,0.50556,1.3271
21,3,2,5,3,0.37917,1.3271
22,1,3,3,5,0.44237,1.5167
23,3,1,5,3,0.50556,1.3271
24,2,1,4,4,0.50556,9.5167
25,3,1,4,5,0.44237,1.1375
26,1,2,4,4,0.50556,1.5167
27,3,1,5,3,0.50556,1.3271
28,2,3,1,4,0.37917,1.3271
29,1,2,4,3,0.50556,10.275
30,1,2,1,4,0.50556,2.275
31,1,2,4,3,0.50556,1.8959
32,2,3,1,4,1.0111,1.1375
33,1,3,4,4,0.37917,9.3271
34,2,1,4,1,0.44237,1.1375
35,1,3,4,4,0.50556,1.3271
36,3,2,2,2,0.44237,1.3271
37,2,3,1,4,0.44237,9.8959
38,2,3,3,5,0.50556,9.3271
39,2,3,2,2,0.50556,1.1375
40,1,3,5,4,0.75834,1.5167
41,1,2,4,3,0.37917,1.3271
42,1,3,4,4,0.63195,1.1375
43,1,2,1,4,0.44237,1.5167
44,3,2,5,3,0.44237,1.3271
45,1,3,3,5,0.50556,9.1375
