1,1,2,5,4,0.63195,1.5167
2,1,3,4,5,0.44237,1.1375
3,3,2,2,2,0.63195,1.1375
4,3,2,2,2,0.37917,9.1375
5,2,3,2,2,0.37917,1.5167
6,1,2,2,1,0.44237,1.1375
7,1,3,4,5,0.37917,1.1375
8,3,2,2,2,0.37917,1.3271
9,2,1,4,5,0.37917,1.8959
10,3,1,2,2,0.37917,1.5167
11,2,3,2,4,0.50556,1.5167
12,3,1,5,4,0.44237,1.3271
13,2,1,2,2,0.50556,1.8959
14,1,2,2,1,0.37917,1.3271
15,3,1,3,5,1.0111,1.5167
16,2,3,3,2,0.63195,1.3271
17,1,2,2,2,0.50556,1.1375
18,2,3,2,4,0.44237,1.1375
19,3,1,3,5,0.44237,1.1375
20,1,3,5,3,0.37917,1.3271
21,3,2,2,3,0.37917,1.3271
22,3,2,2,3,0.44237,1.3271
23,3,1,2,2,0.37917,1.3271
24,2,1,1,2,0.37917,9.3271
25,3,1,5,4,0.50556,10.275
26,1,2,5,4,0.37917,1.5167
27,1,3,4,5,0.37917,1.5167
28,3,1,2,2,0.75834,1.3271
29,1,2,5,4,0.44237,1.1375
30,3,2,2,2,0.50556,9.1375
31,1,2,5,4,0.37917,1.1375
32,3,2,4,2,0.50556,1.1375
33,2,3,3,2,0.44237,1.5167
34,1,2,5,4,0.44237,1.3271
35,2,3,2,2,0.37917,1.5167
36,1,3,2,2,0.63195,3.0334
37,2,1,1,2,0.63195,9.8959
38,2,1,2,2,0.37917,1.5167
39,2,1,4,5,0.44237,1.3271
40,2,1,2,2,0.37917,1.8959
41,3,2,2,3,0.50556,1.3271
42,1,3,5,3,0.50556,1.1375
43,1,3,2,2,0.44237,9.3271
44,1,3,4,5,0.44237,1.8959
45,2,3,2,4,1.0111,9.3271
