1,2,1,2,2,0.63195,1.5167
2,2,1,2,2,0.50556,1.3271
3,3,1,4,1,0.44237,1.8959
4,1,3,4,2,0.75834,1.3271
5,2,3,5,5,0.44237,1.8959
6,3,1,2,4,0.44237,1.3271
7,1,2,4,1,0.37917,1.5167
8,2,3,1,4,0.50556,1.8959
9,3,1,4,1,0.44237,1.1375
10,2,1,2,5,0.37917,1.3271
11,2,3,4,2,0.37917,9.8959
12,3,2,2,4,0.50556,1.1375
13,3,2,4,1,0.63195,1.5167
14,1,3,4,2,0.50556,1.5167
15,2,1,2,2,0.44237,1.3271
16,3,1,4,1,0.37917,1.3271
17,3,2,5,5,0.50556,1.5167
18,1,2,2,2,0.37917,1.5167
19,1,3,4,2,0.44237,1.5167
20,3,2,4,1,0.44237,9.3271
21,3,1,3,3,0.37917,1.1375
22,3,2,2,4,0.63195,1.3271
23,2,1,2,5,0.44237,3.0334
24,1,3,3,3,0.44237,1.3271
25,2,1,2,5,0.44237,1.3271
26,2,1,2,2,0.37917,1.3271
27,3,2,2,4,0.44237,9.3271
28,1,2,5,2,0.50556,2.275
29,2,3,4,2,0.44237,1.5167
30,1,2,2,2,0.63195,1.5167
31,2,3,5,5,0.44237,1.5167
32,1,3,3,3,1.0111,9.5167
33,3,1,2,4,0.44237,1.3271
34,2,3,5,5,0.37917,1.1375
35,2,1,2,5,0.44237,9.8959
36,2,1,1,4,0.44237,1.3271
37,1,3,4,2,0.37917,1.3271
38,2,3,5,5,1.0111,1.5167
39,1,3,4,2,0.37917,9.1375
40,3,1,4,1,0.50556,1.3271
41,3,1,4,1,0.44237,1.1375
42,1,2,5,2,0.44237,1.1375
43,2,3,5,5,0.50556,1.1375
44,1,2,5,2,0.37917,1.3271
45,3,2,2,4,1.0111,9.5167
