1,3,2,2,5,0.44237,1.3271
2,1,3,1,5,0.44237,1.8959
3,2,1,1,2,0.44237,1.1375
4,2,3,1,1,0.50556,9.1375
5,2,1,4,2,0.44237,1.1375
6,2,3,1,1,0.37917,1.5167
7,2,1,1,2,0.44237,1.3271
8,1,2,3,3,0.44237,1.3271
9,1,3,5,4,0.50556,1.5167
10,3,2,1,1,0.37917,2.275
11,3,1,3,3,0.44237,1.5167
12,3,1,5,1,0.50556,1.1375
13,2,1,1,2,0.44237,9.3271
14,3,2,1,2,0.44237,1.1375
15,3,1,3,3,0.44237,1.5167
16,3,1,5,1,0.44237,9.1375
17,3,1,4,5,0.44237,1.3271
18,2,1,4,2,0.50556,1.8959
19,1,3,5,4,0.37917,1.3271
20,3,2,1,1,0.44237,1.5167
21,2,3,2,1,0.44237,1.1375
22,1,2,2,4,0.44237,1.5167
23,3,1,5,1,0.50556,1.8959
24,3,2,2,5,0.63195,1.3271
25,1,3,1,5,0.44237,1.8959
26,2,1,1,2,0.37917,1.1375
27,3,2,1,1,0.37917,1.1375
28,2,1,4,2,0.50556,9.5167
29,1,2,3,3,0.63195,1.1375
30,1,2,3,3,0.63195,1.5167
31,3,1,4,5,0.75834,1.5167
32,3,2,1,1,0.44237,9.3271
33,1,2,3,3,0.37917,1.5167
34,1,3,5,4,0.37917,1.1375
35,3,2,1,2,0.44237,1.3271
36,2,3,5,2,0.50556,9.5167
37,2,3,2,1,0.44237,1.1375
38,1,2,3,3,0.37917,1.5167
39,2,3,5,2,0.44237,1.3271
40,1,3,1,5,0.44237,1.3271
41,1,3,5,4,0.50556,2.275
42,2,1,3,3,0.50556,1.8959
43,3,1,5,1,0.37917,1.8959
44,3,2,2,5,0.44237,1.5167
45,1,2,3,3,0.50556,9.3271
