1,2,1,2,1,0.50556,1.1375
2,3,1,5,3,0.37917,9.8959
3,1,2,1,5,0.44237,1.3271
4,1,3,4,4,0.44237,1.3271
5,3,2,5,5,0.37917,1.5167
6,2,1,3,3,0.50556,1.3271
7,3,2,4,5,0.44237,1.8959
8,3,1,3,1,0.44237,1.5167
9,1,2,1,5,0.37917,1.3271
10,3,2,4,5,0.44237,1.1375
11,3,1,4,4,1.0111,1.3271
12,2,3,5,4,0.44237,1.3271
13,2,3,4,3,0.50556,1.3271
14,1,3,4,4,0.75834,1.3271
15,1,2,1,5,0.44237,1.5167
16,2,3,5,4,0.44237,1.5167
17,3,2,5,5,0.44237,1.5167
18,3,1,5,3,0.50556,9.5167
19,3,1,4,4,0.37917,1.1375
20,1,3,4,4,0.50556,1.5167
21,3,1,5,3,0.44237,1.3271
22,3,2,3,4,0.44237,1.5167
23,2,1,5,1,0.63195,1.8959
24,1,3,1,3,0.50556,1.1375
25,2,3,5,4,0.63195,1.3271
26,3,1,5,3,0.50556,1.1375
27,1,2,3,3,0.37917,1.3271
28,2,1,2,1,0.75834,1.1375
29,1,2,1,5,0.44237,9.1375
30,3,2,4,5,0.44237,9.3271
31,1,2,1,2,0.37917,1.5167
32,2,3,5,5,0.44237,1.5167
33,2,3,5,5,0.44237,9.3271
34,2,3,4,3,0.50556,1.3271
35,2,1,3,3,0.44237,1.5167
36,1,3,1,3,0.63195,1.3271
37,1,2,3,3,0.50556,1.5167
38,2,3,5,4,0.50556,1.5167
39,2,1,5,1,0.44237,1.5167
40,2,1,2,1,0.50556,1.3271
41,1,3,4,4,0.44237,1.1375
42,1,3,3,5,0.75834,1.3271
43,1,2,1,2,0.50556,9.5167
44,1,3,3,5,0.44237,1.3271
45,2,3,5,5,0.37917,9.5167
