1,1,3,3,2,0.50556,1.5167
2,1,2,3,3,1.0111,1.1375
3,2,3,2,1,0.50556,1.3271
4,2,3,2,4,0.50556,1.3271
5,2,1,5,2,0.37917,2.275
6,2,1,2,1,0.50556,9.5167
7,2,1,3,3,0.50556,3.0334
8,2,3,3,3,0.50556,1.1375
9,3,1,3,2,0.44237,1.1375
10,3,2,3,3,0.50556,1.3271
11,1,3,2,3,0.37917,9.3271
12,2,3,2,1,0.44237,1.5167
13,1,3,2,2,0.75834,1.1375
14,2,1,3,3,0.37917,1.5167
15,2,3,3,3,0.37917,1.3271
16,1,3,3,2,0.44237,2.275
17,1,2,1,2,0.50556,1.3271
18,2,3,2,4,0.50556,1.8959
19,3,1,2,2,0.50556,1.1375
20,3,1,3,2,0.50556,1.5167
21,1,2,1,2,0.44237,1.5167
22,2,1,5,2,0.63195,1.8959
23,3,2,1,2,0.50556,9.3271
24,2,1,2,1,1.0111,1.3271
25,2,3,3,3,0.63195,1.3271
26,3,1,3,2,0.44237,1.3271
27,1,3,3,2,0.75834,9.1375
28,3,1,2,2,0.37917,1.5167
29,1,2,2,5,0.50556,9.1375
30,1,2,2,5,0.37917,1.5167
31,3,1,2,3,0.50556,1.1375
32,3,2,4,2,0.44237,2.275
33,2,3,2,4,0.44237,9.1375
34,3,2,1,2,0.44237,1.3271
35,2,1,3,3,0.44237,1.5167
36,1,3,2,3,0.37917,3.0334
37,2,3,2,1,0.44237,1.3271
38,2,1,3,3,0.44237,1.3271
39,1,3,2,2,0.37917,2.275
40,3,2,3,3,0.44237,1.3271
41,1,2,2,5,0.50556,1.3271
42,3,1,3,2,0.44237,2.275
43,1,2,3,3,0.37917,1.3271
44,1,3,3,2,0.50556,1.3271
45,3,2,4,2,0.63195,9.3271
