1,1,2,5,3,0.44237,3.0334
2,3,1,1,2,0.44237,1.5167
3,3,1,4,5,0.44237,1.1375
4,3,2,5,5,0.50556,1.5167
5,2,1,2,2,0.50556,2.275
6,3,2,3,4,0.75834,1.5167
7,2,1,5,4,0.50556,9.5167
8,3,2,5,5,0.44237,1.8959
9,2,3,5,3,0.44237,1.5167
10,2,1,2,2,0.44237,3.0334
11,1,3,5,4,0.44237,9.1375
12,1,2,2,2,0.44237,1.3271
13,3,2,3,4,0.44237,1.5167
14,3,2,5,5,0.37917,1.3271
15,1,2,4,5,0.50556,1.3271
16,1,3,5,4,0.50556,1.1375
17,2,3,5,3,0.50556,1.5167
18,3,1,1,1,0.50556,1.1375
19,1,3,5,4,0.44237,1.5167
20,3,2,3,5,0.44237,9.3271
21,1,3,2,1,0.75834,1.1375
22,1,2,4,5,0.44237,1.5167
23,1,2,4,5,0.44237,1.5167
24,1,3,5,4,0.44237,9.5167
25,1,3,2,1,0.37917,1.5167
26,1,2,4,5,0.50556,1.3271
27,2,3,4,3,0.37917,1.3271
28,2,1,2,2,0.37917,1.8959
29,1,2,5,3,0.44237,1.8959
30,2,3,4,3,0.44237,1.1375
31,3,1,1,1,0.37917,1.8959
32,3,2,3,5,0.37917,1.3271
33,2,3,4,3,0.50556,1.5167
34,3,1,4,5,0.50556,1.3271
35,2,1,2,2,0.37917,1.3271
36,2,1,2,2,0.44237,9.8959
37,2,3,5,5,0.44237,1.1375
38,2,1,5,4,0.50556,1.5167
39,3,1,1,1,0.44237,1.5167
40,3,1,1,1,0.44237,9.3271
41,3,2,3,5,0.44237,1.5167
42,1,3,5,4,0.50556,1.1375
43,3,2,5,5,0.37917,1.1375
44,3,1,1,2,0.37917,1.5167
45,2,1,3,5,0.44237,9.3271
