1,2,1,2,4,0.44237,1.1375
2,3,1,4,4,0.50556,1.1375
3,2,3,5,2,0.44237,1.3271
4,2,1,2,2,0.44237,1.5167
5,1,3,5,2,0.44237,1.1375
6,3,2,3,3,0.50556,9.1375
7,2,1,2,4,0.50556,1.1375
8,2,3,5,2,0.75834,1.3271
9,3,1,4,4,0.37917,1.8959
10,2,3,4,2,0.44237,1.3271
11,1,3,4,4,0.44237,1.1375
12,2,1,2,4,0.37917,1.3271
13,1,2,3,4,0.37917,1.5167
14,1,2,4,2,0.50556,9.1375
15,2,3,3,3,0.50556,1.1375
16,1,2,3,4,0.44237,2.275
17,3,1,2,5,0.63195,1.1375
18,1,3,4,5,0.44237,2.275
19,2,3,5,2,0.44237,1.3271
20,3,2,2,4,0.44237,9.3271
21,3,1,4,4,0.44237,1.1375
22,1,2,4,2,0.50556,1.5167
23,3,1,5,4,0.37917,1.8959
24,3,1,4,4,0.63195,11.033
25,1,3,5,2,0.63195,1.5167
26,1,2,4,2,0.44237,1.5167
27,3,2,2,5,0.63195,2.275
28,3,1,4,4,0.37917,1.3271
29,2,1,2,2,0.44237,1.1375
30,3,2,2,4,0.44237,1.5167
31,1,2,3,4,0.50556,1.3271
32,3,1,2,5,0.44237,9.3271
33,2,3,5,2,0.37917,1.5167
34,3,1,4,4,0.63195,1.5167
35,2,3,3,3,0.44237,1.5167
36,2,3,4,2,0.50556,1.3271
37,1,2,4,2,0.63195,1.3271
38,1,2,3,4,0.44237,11.033
39,1,2,2,2,0.44237,1.3271
40,2,3,5,2,0.44237,1.3271
41,3,2,3,3,0.37917,2.275
42,2,1,2,4,0.37917,1.1375
43,2,3,5,2,0.37917,1.3271
44,3,1,4,4,0.50556,1.8959
45,1,3,4,5,0.63195,9.3271
